date_time,am3crv,amwbtc_in_usd,amweth_in_usd,stablecoin_percent,btc_percent,weth_percent,ideal
2022-08-10T00:00:00+00:00,12634419.95660726042626788200000000000000,12819792.595965277,12222322.712892834,0.3353392202225154,0.34025932866804787,0.32440145110943674,0.33
2022-08-09T00:00:00+00:00,12033641.32316775736296364700000000000000,13210612.135368275,13437676.913329901,0.3110920579061908,0.3415189471768604,0.34738899491694875,0.33
2022-08-08T00:00:00+00:00,12508393.74644360400393041400000000000000,12741351.978356216,12478583.03338776,0.3315385058960266,0.33771312956954563,0.3307483645344278,0.33
2022-08-07T00:00:00+00:00,12223014.78321274254076793200000000000000,12710879.137442335,12726630.35565872,0.3245577436345007,0.33751200711341967,0.3379302492520797,0.33
2022-08-06T00:00:00+00:00,12123570.83438698879595455900000000000000,13031218.736506637,12984039.023154998,0.3178800000238815,0.3416785259770693,0.34044147399904917,0.33
2022-08-05T00:00:00+00:00,12304128.86497241450817456600000000000000,12721543.47908076,11937644.14280609,0.33287405012336013,0.34416672225836026,0.32295922761827967,0.33
2022-08-04T00:00:00+00:00,11734135.40303571286364724700000000000000,12804782.268911336,12578404.293814745,0.3161363692633767,0.3449813076687719,0.3388823230678514,0.33
2022-08-03T00:00:00+00:00,11778555.64580454110183662000000000000000,12677833.278652227,12684549.633041482,0.3171313408671686,0.34134391243305684,0.3415247466997747,0.33
2022-08-02T00:00:00+00:00,11845868.68184903123275306200000000000000,12754778.655078553,12712800.783129133,0.3174691506326279,0.3418279279373971,0.340702921429975,0.33
2022-08-01T00:00:00+00:00,11954008.92767542126341347600000000000000,12666493.89571326,13135177.878047617,0.3166148432657094,0.33548577751457154,0.34789937921971914,0.33
2022-07-31T00:00:00+00:00,12025521.15793758981223697900000000000000,13116678.742390232,12968667.139053622,0.3155404768280698,0.34417161721448786,0.34028790595744235,0.33
2022-07-30T00:00:00+00:00,12164283.04023572991885959700000000000000,13127607.631239917,13165795.346767172,0.31630304107390833,0.3413519894309994,0.3423449694950922,0.33
2022-07-29T00:00:00+00:00,12216674.63678596889334675100000000000000,13006749.111228563,13103780.505703468,0.31874682421170514,0.33936075861747256,0.34189241717082225,0.33
2022-07-28T00:00:00+00:00,12393373.02165797070770066400000000000000,12558271.242048204,12321876.009250423,0.3324980557484357,0.3369220602208513,0.33057988403071303,0.33
2022-07-27T00:00:00+00:00,12088491.83658134135058506900000000000000,11770994.066910125,11180436.316723643,0.3449919711753039,0.33593094165372445,0.3190770871709716,0.33
2022-07-26T00:00:00+00:00,11422104.79122205904654174000000000000000,12026797.944927191,11861713.510301253,0.32347509064983343,0.34060005809545024,0.3359248512547162,0.33
2022-07-25T00:00:00+00:00,11286805.85159723514094892400000000000000,12724740.881041324,13361180.968018826,0.302006477611178,0.3404819948643325,0.35751152752448956,0.33
2022-07-24T00:00:00+00:00,11882210.52975377761033009100000000000000,12736311.177584756,12355686.363390354,0.32136484186555125,0.3444647456200048,0.3341704125144439,0.33
2022-07-23T00:00:00+00:00,11884246.56012671361002660600000000000000,12627334.619471857,12274379.4848964,0.32306473299736704,0.34326504980090117,0.3336702172017318,0.33
2022-07-22T00:00:00+00:00,11721652.19836372201499988000000000000000,12718363.94424298,12871646.374442076,0.31415518386530644,0.340868326047696,0.3449764900869976,0.33
2022-07-21T00:00:00+00:00,12015093.43511189073576103800000000000000,12654200.304474534,12142931.241268406,0.3263886777112945,0.34374994478208487,0.32986137750662065,0.33
2022-07-20T00:00:00+00:00,11711497.52733989233821804600000000000000,12608490.181116465,12731520.953779254,0.31608692736651556,0.34029626960824794,0.34361680302523634,0.33
2022-07-19T00:00:00+00:00,11868008.78358454852996795600000000000000,11928771.106744964,12881387.706925685,0.32357147483214754,0.32522810947724806,0.3512004156906045,0.33
2022-07-18T00:00:00+00:00,11868778.52991971004655323600000000000000,11465534.419022083,10497793.316200975,0.3508140591928832,0.3388950817654243,0.31029085904169246,0.33
2022-07-17T00:00:00+00:00,10849410.12090160049247140000000000000000,11746843.090202013,11710798.168663159,0.31624431959489946,0.3424031683798373,0.3413525120252631,0.33
2022-07-16T00:00:00+00:00,11017316.51815537011850597800000000000000,11348145.834100729,10494180.520051964,0.3352841222580674,0.34535207452495464,0.31936380321697794,0.33
2022-07-15T00:00:00+00:00,10646020.76253667930702259600000000000000,11151455.676020462,10750393.580985334,0.32708809381826115,0.3426170643217168,0.33029484186002206,0.33
2022-07-14T00:00:00+00:00,10452602.73990715934932476400000000000000,10996327.241127525,10220271.919181595,0.3300557675195401,0.34722464038642,0.32271959209404005,0.33
2022-07-13T00:00:00+00:00,10604110.37964619803392350400000000000000,10690160.617723605,10312794.059507247,0.3354981033691061,0.33822060347857713,0.32628129315231674,0.33
2022-07-12T00:00:00+00:00,10068775.81411281757477305400000000000000,11013684.696890205,11326101.278826406,0.3106825868858098,0.3398387366990953,0.34947867641509484,0.33
2022-07-11T00:00:00+00:00,10497528.55757244122142061200000000000000,11585501.43540011,11921380.35931288,0.30871079512387145,0.340705847134957,0.35058335774117155,0.33
2022-07-10T00:00:00+00:00,10844809.21297539259007185600000000000000,12012667.202208642,12080187.811394218,0.3104045291249145,0.3438314343026459,0.34576403657243965,0.33
2022-07-09T00:00:00+00:00,11095690.63809122727789227400000000000000,11980744.578925656,11832213.328572765,0.3178493324827682,0.3432027614383055,0.3389479060789262,0.33
2022-07-08T00:00:00+00:00,11106745.75899043315874766100000000000000,11906954.660183813,12089800.873306228,0.31639994160268026,0.33919564208070613,0.34440441631661356,0.33
2022-07-07T00:00:00+00:00,11339897.58471786604815092000000000000000,11191061.795534182,11369906.11837855,0.33450171309567106,0.33011138892563785,0.3353868979786911,0.33
2022-07-06T00:00:00+00:00,10965517.06773186884098314200000000000000,11329011.988817139,10945796.631350212,0.32988596955064575,0.3408213293451978,0.3292927011041565,0.33
2022-07-05T00:00:00+00:00,10761049.95072204077755754600000000000000,11266645.613915926,11415364.216174766,0.32177229061127866,0.3368903948310355,0.3413373145576858,0.33
2022-07-04T00:00:00+00:00,10826628.94332033973001694600000000000000,10861244.142762838,10561272.230540201,0.33571832174229954,0.33679168970609036,0.3274899885516101,0.33
2022-07-03T00:00:00+00:00,10443225.61249858606122846100000000000000,11029019.253978398,10815891.284095595,0.3234384779535623,0.34158116784894743,0.3349803541974904,0.33
2022-07-02T00:00:00+00:00,10389309.20453834845596618800000000000000,10936884.934613293,10751193.407144776,0.323882647536173,0.34095310657167405,0.3351642458921529,0.33
2022-07-01T00:00:00+00:00,10240824.60696556345202819900000000000000,11057666.283969505,10877221.712312728,0.3182780979319122,0.3436650003783708,0.33805690168971697,0.33
2022-06-30T00:00:00+00:00,10545000.96462959557139634200000000000000,11118317.604173208,11327558.998956889,0.3196338425060475,0.337011877945271,0.34335427954868153,0.33
2022-06-29T00:00:00+00:00,10545484.96965274027075800600000000000000,11251298.045943523,11736305.40581539,0.314479979807622,0.33552823720105984,0.3499917829913181,0.33
2022-06-28T00:00:00+00:00,10748003.10578614115525424000000000000000,11650438.735905403,11989180.680402327,0.3125544110785967,0.33879744749495416,0.34864814142644895,0.33
2022-06-27T00:00:00+00:00,10998578.74467136639244702200000000000000,11932197.369213453,11824823.39609596,0.31645487057453575,0.34331726505787585,0.3402278643675883,0.33
2022-06-26T00:00:00+00:00,11118719.06006918022424574400000000000000,12127191.185345203,12329840.403825521,0.3125364569168054,0.34088363461149646,0.3465799084716981,0.33
2022-06-25T00:00:00+00:00,11480315.63912581045390274800000000000000,11973327.817016581,11839976.72480908,0.3252801945582765,0.3392490698213717,0.3354707356203517,0.33
2022-06-24T00:00:00+00:00,11400506.59719547875818420400000000000000,11854259.226446964,11111569.012407178,0.3317347238680969,0.3449381286366353,0.3233271474952679,0.33
2022-06-23T00:00:00+00:00,11210243.77512442807583351700000000000000,11056841.140876494,10752952.522698928,0.33949821516513173,0.3348524713638802,0.32564931347098797,0.33
2022-06-22T00:00:00+00:00,10570334.73594568870521750600000000000000,11655007.948960481,12082713.529230045,0.3081006592145641,0.33971635921938875,0.3521829815660472,0.33
2022-06-21T00:00:00+00:00,10972830.03879559997009387600000000000000,11726683.11703804,11749434.910823038,0.3185243862182329,0.34040758209358385,0.3410680316881832,0.33
2022-06-20T00:00:00+00:00,11171070.66520746780320751200000000000000,11622956.007196814,11600064.333398255,0.32479621756315136,0.33793467619876727,0.3372691062380814,0.33
2022-06-19T00:00:00+00:00,11223712.76240787565405507500000000000000,10912767.859140487,10341338.651747834,0.34558086144768346,0.33600679181416426,0.3184123467381523,0.33
2022-06-18T00:00:00+00:00,10472988.91897266829496649900000000000000,11943973.473611008,11964722.098833986,0.3046095348116795,0.3473934930847398,0.3479969721035807,0.33
2022-06-17T00:00:00+00:00,11181563.18571982814922581800000000000000,11774069.492923629,11465910.053494483,0.324842011664982,0.3420552525651524,0.33310273576986565,0.33
2022-06-16T00:00:00+00:00,10996835.82412778491956630800000000000000,13023803.844324809,13587511.048386052,0.2924056518206855,0.3463026922643538,0.36129165591496076,0.33
2022-06-15T00:00:00+00:00,12126516.86097673877024833200000000000000,12398189.670140525,12425662.368646739,0.3281839186469987,0.3355362893337639,0.33627979201923747,0.33
2022-06-14T00:00:00+00:00,12179400.76229349803640887400000000000000,13009231.91984813,12653369.121611565,0.3218487442988689,0.34377758310232587,0.3343736725988051,0.33
2022-06-13T00:00:00+00:00,12472295.20785866478222445600000000000000,15805495.001931636,15811636.748258585,0.2828863078607499,0.35848719505859244,0.3586264970806576,0.33
2022-06-12T00:00:00+00:00,14228878.94329494372555749700000000000000,16338725.143513892,16141509.347334482,0.304627467685866,0.34979737233827796,0.34557515997585597,0.33
2022-06-11T00:00:00+00:00,14912888.50395132113653379000000000000000,16273492.253293792,17311362.277204603,0.3074965466611127,0.33555153776401797,0.3569519155748694,0.33
2022-06-10T00:00:00+00:00,21526889.40985837542888864200000000000000,23626679.03011947,24720058.397145055,0.3080831836600964,0.33813443068003074,0.35378238565987286,0.33
2022-06-09T00:00:00+00:00,22274519.89716210345352986900000000000000,23995405.719766267,23893426.116868842,0.31746658827920016,0.3419934357013883,0.3405399760194116,0.33
2022-06-08T00:00:00+00:00,22341312.13109379081516993800000000000000,24486332.125773005,24196303.206056755,0.3145602705729158,0.3447616332301938,0.3406780961968903,0.33
2022-06-07T00:00:00+00:00,22894910.00648547658789764500000000000000,24430041.843887508,24567907.46702249,0.3184587485303389,0.3398117987772997,0.3417294526923614,0.33
2022-06-06T00:00:00+00:00,23267550.23146979392246529700000000000000,23220845.697200254,23708420.45379496,0.33146161650262496,0.33079627957316826,0.33774210392420684,0.33
2022-06-05T00:00:00+00:00,22803762.19824466431882902200000000000000,23712352.668489948,23703859.5688359,0.32474751495627474,0.33768671747733164,0.33756576756639367,0.33
2022-06-04T00:00:00+00:00,22753040.86195042126648345100000000000000,23929024.25323975,23339979.16155342,0.3249411110024873,0.3417355848490601,0.3333233041484526,0.33
2022-06-03T00:00:00+00:00,22313194.19764288153292360200000000000000,24507175.81096358,24599163.774467397,0.3124242488814876,0.34314387833166843,0.34443187278684395,0.33
2022-06-02T00:00:00+00:00,19918627.37594522480624944600000000000000,20400192.349817917,20631487.834435485,0.32680109704569166,0.33470204116147095,0.3384968617928374,0.33
2022-06-01T00:00:00+00:00,19421016.62592375736482404100000000000000,22281137.888612404,22081340.69911977,0.30448341786333705,0.3493245049362245,0.34619207720043843,0.33
2022-05-31T00:00:00+00:00,20670020.49503939224199765700000000000000,21526319.021700136,22315874.487571884,0.320404760773797,0.33367819340786403,0.34591704581833904,0.33
2022-05-30T00:00:00+00:00,23422684.99577893909655792600000000000000,22779961.359487936,22268482.203311,0.3420811879234698,0.33269440476652,0.3252244073100101,0.33
2022-05-29T00:00:00+00:00,22141068.47909292656509416500000000000000,22893187.495132413,22835976.128024302,0.32622650303797956,0.33730822462258214,0.33646527233943807,0.33
2022-05-28T00:00:00+00:00,22216870.32623978931478352100000000000000,23076636.571860947,22212697.122903038,0.32910857081116973,0.34184467793035617,0.3290467512584742,0.33
2022-05-27T00:00:00+00:00,21564830.90313920955370228400000000000000,23597336.722073514,24129094.638072215,0.31122006150212206,0.34055284824241006,0.3482270902554677,0.33
2022-05-26T00:00:00+00:00,22259388.43549501675566094800000000000000,23869179.848726906,25724913.965563226,0.30978858280124033,0.3321923879172645,0.35801902928149526,0.33
2022-05-25T00:00:00+00:00,23144636.15838492050979524400000000000000,24737526.515314583,25146226.90520707,0.3169265581760821,0.3387384913997849,0.3443349504241331,0.33
2022-05-24T00:00:00+00:00,23830465.16322977292617621000000000000000,24396256.341017213,25032276.428534966,0.32529062416462723,0.33301378710369134,0.3416955887316815,0.33
2022-05-23T00:00:00+00:00,17063551.62446425572948122500000000000000,18972756.96652176,18844639.438847978,0.3109194034911403,0.34570752961861967,0.3433730668902401,0.33
2022-05-22T00:00:00+00:00,17702881.36751363918901733600000000000000,17906576.588514328,17827673.349684704,0.3312842762130294,0.33509614290615997,0.3336195808808106,0.33
2022-05-21T00:00:00+00:00,17306344.72713494855566080900000000000000,18091035.9836494,18031371.729799043,0.3239144456232783,0.3386011306134825,0.3374844237632391,0.33
2022-05-20T00:00:00+00:00,16977650.53825814755532063700000000000000,18693981.37447895,18662900.281626344,0.3124652012743265,0.3440534153787787,0.3434813833468947,0.33
2022-05-19T00:00:00+00:00,17942635.98527107757943493300000000000000,18054567.70024202,17893748.31732862,0.33294338508484594,0.33502038893820224,0.3320362259769519,0.33
2022-05-18T00:00:00+00:00,17221267.14580280955469381300000000000000,19529398.302178707,20072429.87876918,0.30306809311909355,0.34368768878003764,0.35324421810086876,0.33
2022-05-17T00:00:00+00:00,18406205.48443142652329285500000000000000,18911964.97746613,18515640.85822263,0.32966055960071267,0.3387188610327062,0.33162057936658107,0.33
2022-05-16T00:00:00+00:00,15458207.73475324771585169100000000000000,16895056.379726175,17151933.793462798,0.31225423567639665,0.341278433249444,0.34646733107415933,0.33
2022-05-15T00:00:00+00:00,15909379.90810206046118164400000000000000,16134211.352234816,15944088.795254773,0.331530507198342,0.3362156981446911,0.33225379465696686,0.33
2022-05-14T00:00:00+00:00,15086315.91920224084633446900000000000000,15744238.348860541,15552353.340521472,0.3252559336407397,0.3394405215326927,0.33530354482656755,0.33
2022-05-13T00:00:00+00:00,14602552.06229082367309879000000000000000,15073409.419158868,15174580.099779602,0.32558251355435663,0.33608087857443714,0.3383366078712061,0.33
2022-05-12T00:00:00+00:00,15566908.62171745577867745400000000000000,16279145.67094452,17817490.88207821,0.31344739017211926,0.327788634775602,0.3587639750522789,0.33
2022-05-11T00:00:00+00:00,30938509.38447120437280987400000000000000,35639216.5115138,37006350.370884016,0.2986801688008755,0.34406076489686155,0.3572590663022629,0.33
2022-05-10T00:00:00+00:00,34008214.84102398664914994500000000000000,36082517.125185326,34758343.684296004,0.32435397861192383,0.34413767504693704,0.33150834634113896,0.33
2022-05-09T00:00:00+00:00,32994621.69429659633557998600000000000000,40022628.73713859,39300544.535107195,0.2937613020637126,0.3563338182436779,0.3499048796926095,0.33
2022-05-08T00:00:00+00:00,38512368.27418576799835143600000000000000,42237973.71999952,42657321.6963462,0.31207436493379337,0.3422637821417589,0.3456618529244477,0.33
2022-05-07T00:00:00+00:00,39768084.53665264517031485700000000000000,43125819.40133331,43327350.93043092,0.3150664646624697,0.3416684412327473,0.343265094104783,0.33
2022-05-06T00:00:00+00:00,40322175.24856809312437239200000000000000,43699475.30717176,43760240.77414017,0.31555469111403983,0.34198488418329775,0.3424604247026624,0.33
2022-05-05T00:00:00+00:00,40885960.43158487335025325300000000000000,47341767.721749745,46380066.81070324,0.3037414025131907,0.3517015321021913,0.34455706538461794,0.33
2022-05-04T00:00:00+00:00,40277707.33360832259134330700000000000000,40033829.33440903,39711546.84296913,0.3355830074963992,0.3335510817029166,0.3308659108006842,0.33
2022-05-03T00:00:00+00:00,38413740.47289007780981443400000000000000,41915321.48312233,41721120.559993885,0.3147372636485185,0.3434269463515578,0.3418357899999237,0.33
2022-05-02T00:00:00+00:00,39365443.65442215522529898100000000000000,41323113.18225653,40561848.42660012,0.3246623676757652,0.3408080417754398,0.334529590548795,0.33
2022-05-01T00:00:00+00:00,38952342.79297248287678827000000000000000,40219645.34541953,39666004.813037194,0.3277768483425403,0.33844096779603033,0.3337821838614294,0.33
2022-04-30T00:00:00+00:00,37740385.90990565732378956400000000000000,41093369.548899114,41433417.98226349,0.3138045472432983,0.3416840054783124,0.3445114472783893,0.33
2022-04-29T00:00:00+00:00,38403936.33002166435725388200000000000000,42044683.76674284,42620511.75187646,0.31205173672024855,0.341634682354405,0.3463135809253465,0.33
2022-04-28T00:00:00+00:00,39708921.32894839052663552500000000000000,40904820.57163104,40513157.269002005,0.3278290916483767,0.33770220200521284,0.3344687063464105,0.33
2022-04-27T00:00:00+00:00,42518836.71570664490201253600000000000000,42769564.19062603,42841310.72767615,0.33184213226950776,0.33379895767496537,0.33435891005552687,0.33
2022-04-26T00:00:00+00:00,41099276.74304853472556718900000000000000,46267145.84100087,46752825.580749914,0.3064383174333613,0.3449702147461341,0.3485914678205046,0.33
2022-04-25T00:00:00+00:00,43444282.27731216733870069400000000000000,44233763.64875307,43823507.909114644,0.3303708664291825,0.3363744561086658,0.33325467746215165,0.33
2022-04-24T00:00:00+00:00,42249416.75158432950392849200000000000000,45216706.64900637,45219426.43328814,0.3184176182295678,0.3407809419007367,0.3408014398696955,0.33
2022-04-23T00:00:00+00:00,42261427.64041121118695430300000000000000,44921900.162341654,45374538.582180314,0.31881493564243685,0.3388852083051299,0.3422998560524333,0.33
2022-04-22T00:00:00+00:00,42493104.66223428079146595100000000000000,46170159.225088626,45395039.35458735,0.3169748059958273,0.34440357746266465,0.33862161654150813,0.33
2022-04-21T00:00:00+00:00,41802127.78255798966583248200000000000000,45431571.1399749,46094814.184852526,0.31352729291213,0.34074910220729315,0.34572360488057685,0.33
2022-04-20T00:00:00+00:00,43192318.07815134431988249000000000000000,45022350.22938527,45225986.73743896,0.3236818499099361,0.3373960523066279,0.33892209778343596,0.33
2022-04-19T00:00:00+00:00,43335287.91893174721850238500000000000000,44708078.89291495,44421807.09582837,0.32714476296339867,0.3375081734620706,0.33534706357453065,0.33
2022-04-18T00:00:00+00:00,42973054.37657128299180176400000000000000,43723567.37850549,43720120.40355764,0.32950565751980176,0.3352603864718661,0.33523395600833217,0.33
2022-04-17T00:00:00+00:00,41750089.59505208224145303600000000000000,45442635.107572615,45478719.81371364,0.3146878346523966,0.3425200899352264,0.34279207541237694,0.33
